2,治安保卫工作计划制定下列说法正确的是（）。,"<p>A:是对一定时期的治安保卫工作预先作出安排和打算  </p><p>B:根据不同种类，它们没有时间长短之分   </p><p>C:根据不同种类，它们没有范围大小之别  </p><p>D:核心内容是阐述“做什么”的客观原因  </p><p>E:核心内容是阐述“做什么”、“做到什么程度”“怎样做”三项内容   </p>",5,ABE,,1,1
3,治安保卫工作规划相对其它计划类公文而言，更具有灵活性和可行性。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,制定治安保卫工作规划下列说法正确的是（）。,"<p>A:相对其它计划类公文而言，其内容往往要更具有严肃性、灵活性和可行性  </p><p>B:相对其它计划类公文而言，其内容往往要更具有可变性、科学性和可行性   </p><p>C:相对其它计划类公文而言，其内容往往要更具有严肃性、科学性和可行性  </p><p>D:相对其它计划类公文而言，其内容往往要更具有重要性、必要性性和可行性</p>",4,C,,1,1
1,制定治安保卫工作规划下列说法错误的是（）。,"<p>A:治安保卫工作规划从范围上说，大都是全局性工作或涉及面较广的重要工作项目   </p><p>B:相对其它计划类公文而言，其内容往往要更具有可变性、科学性和可行性   </p><p>C:治安保卫工作规划因具有严肃性，所以一般都是通过“指示性通知”来转发的  </p><p>D:规划的标题常用写法是“四要素”：单位名称＋时间期限＋内容范围＋“规划”二字</p>",4,B,,1,1
2,制定治安保卫工作规划下列说法正确的是（）。,"<p>A:治安保卫工作规划从范围上说，大都是全局性工作或涉及面较广的重要工作项目 </p><p>B:相对其它计划类公文而言，其内容往往要更具有严肃性、灵活性和可行性  </p><p>C:相对其它计划类公文而言，其内容往往要更具有可变性、科学性和可行性  </p><p>D:相对其它计划类公文而言，其内容往往要更具有严肃性、科学性和可行性    </p>",5,AD,,1,1
3,对某项治安保卫工作有粗略、雏形的想法为“设想”或“打算”。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,制定其它治安保卫工作规划说法正确的是（）。,"<p>A:比较简明、概括的治安保卫工作内容为“打算”  </p><p>B:事项重大或比较繁杂、全面的治安保卫工作的预期为“设想” </p><p>C:切近工作实际并短期要完成为“安排”  </p><p>D:对某项治安保卫工作有粗略、雏形的想法为“方案” </p>",4,C,,1,1
1,制定其它治安保卫工作规划说法错误的是（）。,"<p>A:比较简明、概括的治安保卫工作内容为“要点”  </p><p>B:事项重大或比较繁杂、全面的治安保卫工作的预期为“设想” </p><p>C:切近工作实际并短期要完成为“安排”  </p><p>D:对某项治安保卫工作有粗略、雏形的想法为“打算” </p>",4,B,,1,1
2,其它治安保卫工作规划主要包括以下内容（）。,"<p>A:比较简明、概括的治安保卫工作内容为“要点”  </p><p>B:事项重大或比较繁杂、全面的治安保卫工作的预期为“设想” </p><p>C:切近工作实际并短期要完成为“安排”  </p><p>D:对某项治安保卫工作有粗略、雏形的想法为“打算”   </p><p>E:对某项治安保卫工作有粗略、雏形的想法为“打算”</p>",5,ABDE,,1,1
3,要点实际就是计划的摘要，即经过整理，把主要内容摘出来的计划。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,制定工作方案主要项目说法正确的是（）。,"<p>A:“工作目标”必不可少的、“实施步骤”、“主要措施”可以省略  </p><p>B:“工作目标”、“实施步骤”、“主要措施”必不可少的  </p><p>C:“工作目标”、“主要措施”必不可少，“实施步骤”可以省略  </p><p>D:“实施步骤”、“主要措施”必不可少“工作目标”可以省略</p>",4,B,,1,1
1,制定工作方案主要项目说法错误的是（）。,"<p>A:一般有指导思想、工作目标、工作重点、工作任务、实施步骤、主要措施等项目  </p><p>B:“工作目标”、“实施步骤”、“主要措施”必不可少的  </p><p>C:“指导思想”、“主要措施”必不可少，“实施步骤”可以省略  </p><p>D:在制定方案中还可就有关工作提出具体要求 </p>",4,C,,1,1
2,对工作要点描述正确的是（）。,"<p>A:要点实际就是计划的摘要  </p><p>B:要点正文都比较概要  </p><p>C:要点既不要兼顾到各个方面，也不必讲具体做法  </p><p>D:要点要把工作道理讲透讲明  </p><p>E:要点中的“工作目标”、“实施步骤”、“主要措施”必不可少</p>",5,ABC,,1,1
3,治安保卫工作规划与计划的执行和落实主要办法是听汇报、看材料、提措施,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,治安保卫工作规划与计划的执行和落实正确的做法是（）,"<p>A:征求意见 </p><p>B:反复讨论  </p><p>C:酝酿修改   </p><p>D:有序推进</p>",4,D,,1,1
1,治安保卫工作规划与计划的执行和落实错误的做法是（）,"<p>A:有序推进  </p><p>B:明确责任  </p><p>C:加强检查  </p><p>D:反复讨论</p>",4,D,,1,1
2,治安保卫工作规划与计划的执行和落实正确的做法是（）。,"<p>A:作为工作思路指导工作实践   </p><p>B:按时间和具体工作内容进行细化、部署，组织力量分步分类实施  </p><p>C:明确单位和部门、岗位和个人的责任  </p><p>D:采取多种形式加强检查  </p><p>E:对执行落实进行综合评估验收</p>",5,BCDE,,1,1
3,治安保卫工作方案要坚持“单位负责，政府监管”的工作原则。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,治安保卫工作方案责任制正确的说法是（）。,"<p>A:建立政府监管、各方参与、协作配合的自查自纠机制  </p><p>B:强化“谁主管、谁负责”的保卫部门自律机制  </p><p>C:健全对法人单位、单位负责人和直接责任人的安保责任追究机制  </p><p>D:完善单位内部巡逻工作运行机制</p>",4,C,,1,1
1,治安保卫工作方案责任制错误的说法是（）,"<p>A:建立政府监管、各方参与、协作配合的监督检查管理机制  </p><p>B:强化单位内部治安保卫自律机制  </p><p>C:完善单位内部治安防控运行机制  </p><p>D:健全对单位保卫部门的安保责任追究机制</p>",4,D,,1,1
2,治安保卫工作方案指导思想正确的说法是（）。,"<p>A:坚持“单位负责，政府监管”的工作原则  </p><p>B:建立政府监管、各方参与、协作配合的监督检查管理机制  </p><p>C:强化“谁主管、谁负责”和人防、物防、技防“三防结合”的单位治安保卫自律机制   </p><p>D:完善单位内部整体防范与重点防范，动态防范与静态防范相结合的治安防控运行机制   </p><p>E:健全对法人单位、单位负责人和直接责任人的安保责任追究机制 </p>",5,ABCDE,,1,1
3,治安保卫方案一旦制定出来就要结合实际灵活执行。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,治安保卫工作方案特点正确的说法是（）。,"<p>A:政治性  </p><p>B:宏观性  </p><p>C:灵活性  </p><p>D:规定性 </p>",4,D,,1,1
1,治安保卫工作方案特点错误的说法是（）,"<p>A:广泛性  </p><p>B:宏观性  </p><p>C:具体性  </p><p>D:规定性</p>",4,B,,1,1
2,治安保卫工作方案特点正确的说法是（）。,"<p>A:治安保卫工作方案特点具有广泛性、具体性和规定性  </p><p>B:从适用的主体来看，可以是企事业单位也可以是各级治安保卫部门或行业管理部门  </p><p>C:从方案实施的内容来说，涉及政治、经济、文化及其他治安保卫工作等各方面的内容  </p><p>D:方案要明确到方案实施中的几个阶段、实施的时间、责任制落实及检查监督和保障措施等  </p><p>E:方案一旦制定出来，制定机关及相关部门就要按照方案要求认真组织实施</p>",5,ABCDE,,1,1
3,模拟演练是从多种方案中确定最佳方案的办法之一。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,治安保卫工作方案筛选正确的方法是（）。,"<p>A:从节约成本中进行筛选  </p><p>B:从利益付出最小化进行筛选  </p><p>C:从代价、利益和风险三要素进行筛选  </p><p>D:从制作方案文体上进行筛选</p>",4,C,,1,1
1,治安保卫工作方案筛选错误的方法是（）。,"<p>A:从利益付出最小化进行筛选  </p><p>B:从多种方案中进行筛选  </p><p>C:从代价、利益和风险三要素进行筛选  </p><p>D:从效益结果上进行筛选</p>",4,A,,1,1
2,在治安保卫工作方案效益结果筛选中常见的方法是（）。,"<p>A:经验判断法 </p><p>B:数字分析法  </p><p>C:经济核算法  </p><p>D:利益分配法  </p><p>E:模拟演练法</p>",5,ABE,,1,1
3,治安保卫工作方案的筛选中方案的代价、利益和风险是比较方案时的三个基本要素。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,从代价、利益和风险三要素进行方案筛选正确的方法是（）。,"<p>A:代价、利益和风险三个要素中，优先考虑代价  </p><p>B:代价、利益和风险三个要素中，优先考虑利益  </p><p>C:代价、利益和风险三个要素中，优先考虑风险  </p><p>D:代价、利益和风险三个要素中，优先考虑平衡</p>",4,B,,1,1
1,从代价、利益和风险三要素进行方案筛选错误的方法是（）。,"<p>A:代价、利益和风险三个要素中，优先考虑利益    </p><p>B:代价、利益和风险三个要素中，优先考虑风险   </p><p>C:代价是所失，利益是所得，风险度标志就是由所失到所得的可能性   </p><p>D:在三个要素中如果利益最小，此方案应予排除 </p>",4,B,,1,1
2,从代价、利益和风险三要素进行优化方案正确的筛选是（）。,"<p>A:如果代价最大，则必须使利益最大且风险度最小   </p><p>B:如果风险度最大，则必须使利益最大且代价最小   </p><p>C:如果代价最大，则必须使利益最小且风险度最大   </p><p>D:如果风险度最大，则必须使利益最小且代价最小  </p><p>E:如果代价最小，则必须使利益最小且风险度最小   </p>",5,AB,,1,1
3,治安保卫工作方案的主要内容包括目标的确定、写作的技巧、时间的限定、任务的分解等。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,下列治安保卫工作方案主要内容正确的是（）。,"<p>A:目标的确定   </p><p>B:处罚的依据  </p><p>C:监督的计划    </p><p>D:责任的注解</p>",4,A,,1,1
1,下列治安保卫工作方案主要内容错误的是（）。,"<p>A:目标的确定    </p><p>B:任务的分解   </p><p>C:监督的方法  </p><p>D:责任的注解  </p>",4,D,,1,1
2,下列治安保卫工作方案主要内容正确的是（）。,"<p>A:目标的确定   </p><p>B:时间的限定   </p><p>C:任务的分解   </p><p>D:监督的方法   </p><p>E:责任的承担</p>",5,ABCDE,,1,1
3,方案文体在结构上通常由标题、主送机关、正文、结尾、落款五个部分构成。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,下列方案标题错误的写法是（）。,"<p>A:一要素法，即“实施的内容”   </p><p>B:二要素法，即“实施的内容＋文种”   </p><p>C:三要素法，即“制文机关＋实施的内容＋文种”  </p><p>D:四要素法，即“制文时间＋制文机关＋实施的内容＋文种”</p>",4,A,,1,1
1,下列方案标题正确的写法是（）。,"<p>A:一要素法，即“实施的内容”  </p><p>B:二要素法，即“制文机关＋实施的内容”   </p><p>C:三要素法，即“制文机关＋实施的内容＋文种”   </p><p>D:四要素法，即“制文时间＋制文机关＋实施的内容＋落款时间” </p>",4,C,,1,1
2,对方案正文主要内容正确的说法是（）。,"<p>A:简要阐述实施某项工作的重要性和必要性  </p><p>B:阐明实施某项工作的指导思想、目标要求及指导原则   </p><p>C:实施某项工作的安排、步骤、方式方法等   </p><p>D:关于对工作的组织领导及资金保证等  </p><p>E:根据不同的部门单位、不同的工作内容可有所删减   </p>",5,ABCDE,,1,1
3,广义的谈判是指在正式场合下，一切协商、交涉、商量、磋商等等，都可以看做谈判。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,谈判有广义与狭义之分。狭义的谈判仅仅是指（）下的谈判。,"<p>A:外交场合 </p><p>B:非正式场合 </p><p>C:正式场合 </p><p>D:除正式场合  </p>",4,C,,1,1
1,广义的谈判是指除正式场合下的谈判外，一切协商、（）、商量、磋商等，都可以看做谈判。,"<p>A:交涉  </p><p>B:沟通  </p><p>C:交谈  </p><p>D: 指责</p>",4,A,,1,1
2,"谈判有广义与狭义之分。广义的谈判是指除正式场合下的谈判外，一切（ ）等等，都可以看做谈判。因此，日常安全保卫工作中的督导、协调、和劝导均是自觉或不自觉地在谈判。狭义的谈判仅仅是指正式场合下的谈判。","<p>A:协商 </p><p>B:交涉 </p><p>C: </p><p>D:商量 </p><p>E:磋商 </p>",5,ABDE,,1,1
3,谈判总是以某种利益的满足为目标，是建立在人们需要的基础上的，这是人们进行谈判的动机，也是谈判产生的原因。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,谈判是寻求建立或改善人们的社会关系的行为，是一种（）的过程。,"<p>A:协调利益关系 </p><p>B:外交交涉 </p><p>C:改善关系 </p><p>D:协调行为  </p>",4,D,,1,1
1,谈判总是以（）为目标，是建立在人们需要的基础上的，这是人们进行谈判的动机，也是谈判产生的原因。,"<p>A:改善关系 </p><p>B:协调行为 </p><p>C:某种利益的满足 </p><p>D:维护国家利益 </p>",4,C,,1,1
2,"谈判总是以某种利益的满足为目标，是建立在人们需要的基础上的，是（ )。","<p>A:谈判存在的理由 </p><p>B:人们进行谈判的动机 </p><p>C:人际交往的必要形式 </p><p>D:谈判产生的原因 </p><p>E:一种最有效的交涉手段 </p>",5,BD,,1,1
3,安保工作的谈判一般是指需要安保服务的客户与提供安保服务的企业间的谈判，安保工作的谈判也是一种商务谈判。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,安保工作的谈判一般是指需要安保服务的客户与提供安保服务的企业间的谈判，安保工作的谈判也是一种（）。,"<p>A:商务谈判 </p><p>B:业务联系 </p><p>C:单位间的工作交谈 </p><p>D:讨价还价的形式  </p>",4,A,,1,1
1,安保工作的谈判一般是指（）的谈判，安保工作的谈判也是一种商务谈判。,"<p>A:客户与服务企业间 </p><p>B:需要安保服务的客户与提供安保服务的企业间 </p><p>C: 客户与保安公司间 </p><p>D:提供安保服务的企业向需要安保服务的客户承诺</p>",4,B,,1,1
2,"安保工作的谈判一般是指需要安保服务的客户与提供安保服务的企业间的谈判，它包括（ ）。","<p>A:学校与专业保安公司的谈判 </p><p>B:银行与专业保安公司的谈判 </p><p>C:工厂与专业保安公司的谈判 </p><p>D:居民住宅小区物业与保安公司的谈判 </p><p>E:金店与专业保安公司的谈判 </p>",5,ABCE,,1,1
3,安保谈判准备工作做得充分可靠，就会增强谈判者的自信，从容应对安保谈判中变化，正确处理各种问题，从而在谈判中处于主动地位，为谈判奠定基础。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,举行一场安全保卫工作的谈判，（）非常关键，它会增强谈判者的自信，从容应对安保谈判中变化，正确处理各种问题，从而在谈判中处于主动地位，为谈判奠定基础。,"<p>A: 事先了解对方谈判人员的水平 </p><p>B:前期准备工作 </p><p>C:安排好谈判程序 </p><p>D:运用先发制人的策略  </p>",4,B,,1,1
1,安保谈判准备工作做得充分可靠，就会增强谈判者的自信，从容应对安保谈判中变化，正确处理各种问题，从而在谈判中（），为谈判奠定基础。,"<p>A:处于主动地位 </p><p>B:避免被动 </p><p>C:压倒对方 </p><p>D:处于领先地位 </p>",4,A,,1,1
2,"举行一场安全保卫工作的谈判，前期准备工作非常关键。安保谈判准备工作做得充分可靠，就能做到（ ）。","<p>A:增强谈判者的自信 </p><p>B:从容应对安保谈判中变化 </p><p>C:正确处理各种问题 </p><p>D:在谈判中处于主动地位 </p><p>E:为谈判奠定基础 </p>",5,ABCDE,,1,1
3,安保谈判的背景调查工作包括：安保谈判环境调查；安保谈判目的的调查；对谈判者水平的了解。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,安保谈判的背景调查工作包括：（）、安保谈判对手的调查和对谈判者自身的了解。,"<p>A:安保谈判目的的调查 </p><p>B:安保谈判环境调查 </p><p>C:对谈判者水平的了解 </p><p>D:对谈判计划的了解  </p>",4,B,,1,1
1,安保谈判的（）工作包括：安保谈判环境调查；安保谈判对手的调查；对谈判者自身的了解。,"<p>A:组织准备 </p><p>B:前期准备 </p><p>C:背景调查 </p><p>D:计划编制 </p>",4,C,,1,1
2,安保谈判的背景调查工作包括（）。,"<p>A:对谈判者水平的了解 </p><p>B:安保谈判环境调查 </p><p>C:安保谈判对手的调查 </p><p>D:安保谈判目的的调查 </p><p>E:对谈判者自身的了解 </p>",5,BCE,,1,1
3,谈判人员的选择，是安保谈判组织准备的比较重要的环节。没有良好素质的谈判人员，就不能完成艰苦复杂的谈判工作。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,谈判人员的选择，是安保谈判组织准备的最关键的环节。没有良好素质的谈判人员，就不能完成艰苦复杂的谈判工作。因此，安保谈判人员在具有专业技能知识的同时，还应具备（）等良好的综合素质。,"<p>A:识、傲、才 </p><p>B:识、学、忍 </p><p>C:识、傲、忍 </p><p>D:识、学、才  </p>",4,D,,1,1
1,谈判人员的选择，是安保谈判组织准备（）的环节。没有良好素质的谈判人员，就不能完成艰苦复杂的谈判工作。因此，安保谈判人员在具有专业技能知识的同时，还应具备识、学、才等良好的综合素质。,"<p>A:比较重要 </p><p>B:最重要 </p><p>C:最关键 </p><p>D:比较关键 </p>",4,C,,1,1
2,谈判人员的选择，是安保谈判组织准备的最关键的环节。没有良好素质的谈判人员，就不能完成艰苦复杂的谈判工作。因此，安保谈判人员在具有专业技能知识的同时，还应具备（）等良好的综合素质。,"<p>A:识 </p><p>B:学 </p><p>C:傲 </p><p>D:忍 </p><p>E:才 </p>",5,ABE,,1,1
3,安保谈判组织构成必须遵循知识广博、性格互补和分工明确的原则。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,安保谈判组织构成必须遵循知识互补、（）和分工明确的原则。,"<p>A:性格协同 </p><p>B:性格互补 </p><p>C:性格差异小 </p><p>D:性格不一  </p>",4,A,,1,1
1,安保谈判组织应由精通本专业的人员组成的一个素质过硬、知识全面、（）的队伍。,"<p>A:配合默契 </p><p>B:配合幽默 </p><p>C:密切配合 </p><p>D:能够配合 </p>",4,C,,1,1
2,安保谈判组织构成必须遵循知识互补、性格协同和分工明确的原则。配备精通本专业的人员组成的一个素质过硬、知识全面、配合默契的队伍。一般由（）组成。,"<p>A:主谈人 </p><p>B:技术人员 </p><p>C:安保商务人员 </p><p>D:法律人员 </p><p>E:翻译等辅助人员 </p>",5,ABCDE,,1,1
3,谈判目标一般分为三个层次：一是最低目标；二是中挡目标；三是最高期望目标。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,谈判目标一般分为三个层次：（）。,"<p>A:一是最低目标；二是中挡目标；三是最高期望目标 </p><p>B:一是保低目标；二是可以接受的目标；三是最高期望目标 </p><p>C:一是最低目标；二是可以接受的目标；三是最高期望目标 </p><p>D:一是最低目标；二是可以接受的目标；三是期望目标  </p>",4,C,,1,1
1,安保谈判计划内容主要包括：谈判目标、策略、议程、地点和职责分工等内容，其中（）是谈判计划的重要内容。,"<p>A:谈判目标的确定、谈判策略的部署和谈判议程的安排 </p><p>B:谈判目标的确定、谈判策略的部署和谈判职责分工 </p><p>C:谈判目标的确定、地点和职责分工 </p><p>D:谈判策略的部署、谈判议程的安排和职责分工 </p>",4,A,,1,1
2,安保谈判计划内容主要包括（）等内容。,"<p>A:谈判目标  </p><p>B: 策略 </p><p>C: 议程 </p><p>D:地点 </p><p>E: 职责分工</p>",5,ABCDE,,1,1
3,根据不同的表达方式，安全保卫工作的谈判语言可以分为有声语言和无声语言；依据语言表达的的特征，安全保卫工作的谈判语言可分为专业语言、法律语言、外交语言、文学语言、军事语言和警务语言等。,<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,根据不同的表达方式，安全保卫工作的谈判语言可以分为（）。,"<p>A:专业语言和法律语言 </p><p>B:专业语言和文学语言 </p><p>C:有声语言和无声语言 </p><p>D:法律语言和文学语言  </p>",4,C,,1,1
1,依据语言表达的的特征，（）不属于安全保卫工作的谈判语言。,"<p>A:专业语言 </p><p>B:法律语言 </p><p>C:文学语言 </p><p>D: 地方语言</p>",4,D,,1,1
2,依据语言表达的的特征，安全保卫工作的谈判语言可分为（）等。,"<p>A:专业语言 </p><p>B:法律语言 </p><p>C:外交语言 </p><p>D:文学语言 </p><p>E:军事语言 </p>",5,ABCDE,,1,1
3,在安保谈判中，必须遵循一些运用语言的基本原则：客观性原则；针对性原则；逻辑性原则；幽默性原则；规范性原则。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,"在安保谈判中，必须遵循的运用语言的基本原则中，不包括 （）。","<p>A:客观性原则 </p><p>B:针对性原则 </p><p>C:幽默性原则 </p><p>D:逻辑性原则  </p>",4,C,,1,1
1,在安保谈判中，必须遵循的运用语言的基本原则中，不包括（）。,"<p>A: 主观性原则</p><p>B:隐含性原则 </p><p>C:规范性原则 </p><p>D:针对性原则 </p>",4,A,,1,1
2,在安保谈判中，必须遵循一些运用语言的基本原则，包括（）等。,"<p>A:主观性原则 </p><p>B:客观性原则 </p><p>C:针对性原则 </p><p>D:隐含性原则 </p><p>E:规范性原则 </p>",5,BCDE,,1,1
3,"在安保谈判中,运用有声语言的技术主要体现在听、问、答、叙、辩、说服等方面。因此,在谈判桌上必须随时注意这几方面技巧的运用,以便主动、准确地把握对方的言行与意图。",<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,"在安保谈判中,运用有声语言的技术不包括（）。","<p>A:听 </p><p>B:说 </p><p>C:辩 </p><p>D:答  </p>",4,B,,1,1
1,"在安保谈判中,运用有声语言的技术主要体现在听、问、答、叙、辩、说服等方面。因此,在谈判桌上必须随时注意这几方面技巧的运用,以便主动、准确地把握对方的（）。","<p>A:真实企图 </p><p>B:真实用意 </p><p>C:真实意图 </p><p>D:言行与意图 </p>",4,D,,1,1
2,"在安保谈判中,运用有声语言的技术主要体现在（）、说服等方面。因此,在谈判桌上必须随时注意这几方面技巧的运用,以便主动、准确地把握对方的言行与意图。","<p>A:听  </p><p>B:问 </p><p>C:答 </p><p>D:辩 </p><p>E:叙 </p>",5,ABCDE,,1,1
3,"“听”有两种形式,即积极的听与消极的听。所谓积极的听,就是处于一种随意状态中接受信息。",<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,"“听”有两种形式,即积极的听与消极的听。所谓消极的听,就是指听者处于比较松弛的状态中,即处于一种（）中接受信息。","<p>A:随意状态 </p><p>B:逆反状态 </p><p>C:抑制状态 </p><p>D:思想不集中状态  </p>",4,A,,1,1
1,"“听”有两种形式,即积极的听与消极的听。所谓积极的听,就是在交谈中与说话者密切呼应,比如,表示理解或疑惑、（）、愉快或难过等。","<p>A:耐烦或不耐烦 </p><p>B:热情或冷淡 </p><p>C:支持或反对 </p><p>D:兴奋或压抑 </p>",4,C,,1,1
2,"“听”有两种形式,即积极的听与消极的听。所谓积极的听,就是在交谈中与说话者密切呼应,比如,表示（）等。","<p>A:理解或疑惑 </p><p>B:支持或反对 </p><p>C:愉快或难过 </p><p>D:耐烦或不耐烦 </p><p>E: 热情或冷淡</p>",5,ABC,,1,1
3,安保谈判中发问的方式有：澄清式发问、强调式发问、探索式发问、直接式发问、多层次式发问和诱导式发问等。,<p>A:正确</p><p>B:错误</p>,2,B,,1,1
1,安保谈判中发问的方式中不包括：（）。,"<p>A:直接式发问 </p><p>B:强调式发问 </p><p>C:探索式发问 </p><p>D:澄清式发问  </p>",4,A,,1,1
1,安保谈判中发问的方式中不包括：（）。,"<p>A:多层次式发问 </p><p>B:诱导式发问 </p><p>C:假设式发问 </p><p>D:探索式发问 </p>",4,C,,1,1
2,安保谈判中发问的方式有：（）等。,"<p>A:澄清式发问 </p><p>B:探索式发问 </p><p>C:直接式发问 </p><p>D:多层次式发问 </p><p>E:诱导式发问 </p>",5,ABDE,,1,1
3,"安保谈判中回答的要诀应该是:基于谈判的需要,准确把握该说什么、不该说什么,以及应该怎样说,一般不以正确与否来论之。",<p>A:正确</p><p>B:错误</p>,2,A,,1,1
1,"安保谈判中回答的要诀应该是:基于谈判的需要,准确把握该说什么、不该说什么,以及（）,一般不以正确与否来论之。","<p>A:说话的技巧 </p><p>B:说话的艺术 </p><p>C:说话的语气 </p><p>D: 应该怎样说 </p>",4,D,,1,1
1,安保谈判中回答的过程不包括：（）。,"<p>A:证明 </p><p>B:解释 </p><p>C:推理 </p><p>D:反驳 </p>",4,C,,1,1
2,"安保谈判中回答的要诀应该是:基于谈判的需要,准确把握（）,一般不以正确与否来论之。","<p>A:该说什么 </p><p>B:说话的技巧 </p><p>C:不该说什么 </p><p>D:应该怎样说 </p><p>E:说话的艺术 </p>",5,ACD,,1,1
3,"安保谈判中""辩\'的技巧有：思辩要敏捷、严密,逻辑性要强；掌握大的原则,小节不纠缠；态度要客观公正,措辞要准确犀利；辩论时应掌握好进攻的尺度；要善于处理辩论中的优劣势。",<p>A:正确</p><p>B:错误</p>,2,A,,1,1
